s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,
 4.700E+002, 5.894E+001, 5.086E+001, 3.672E+001, 2.576E+001, 2.271E+001, 2.250E+001, 2.265E+001, 2.321E+001, 2.399E+001, 2.954E+001, 6.017E+001, 6.863E+001, 6.165E+001, 4.532E+001, 3.858E+001, 3.810E+001, 3.382E+001, 3.134E+001, 2.562E+001, 2.290E+001, 4.313E+001, 1.177E+002, 1.093E+002, 9.908E+001, 9.380E+001, 9.920E+001, 1.118E+002, 1.232E+002, 1.303E+002, 1.500E+002, 1.724E+002, 2.291E+001, 3.750E+001, 3.298E+001, 2.252E+001, 1.889E+001, 1.882E+001, 1.885E+001, 1.883E+001, 1.887E+001, 1.896E+001, 1.918E+001, 7.561E+001, 7.535E+001, 7.593E+001, 7.764E+001, 8.186E+001, 8.315E+001, 8.589E+001, 7.211E+001, 9.273E+001, 8.333E+001, 6.930E+001, 7.473E+001, 7.644E+001, 6.248E+001, 6.821E+001, 7.408E+001, 7.429E+001, 6.892E+001, 6.148E+001, 5.823E+001, 6.316E+001, 6.415E+001, 4.893E+001, 8.717E+001, 7.109E+001, 6.149E+001, 6.687E+001, 5.495E+001, 8.135E+001, 4.934E+001, 5.593E+001, 5.963E+001, 4.956E+001, 4.446E+001, 4.867E+001, 5.260E+001, 4.793E+001, 2.072E-001, 3.859E-004, 4.907E-010, 1.888E-001, 7.343E-003, 2.183E-005, 4.000E+000
 4.800E+002, 7.012E+001, 5.721E+001, 3.536E+001, 2.490E+001, 2.290E+001, 2.295E+001, 2.316E+001, 2.374E+001, 2.452E+001, 2.961E+001, 6.174E+001, 6.630E+001, 5.953E+001, 4.426E+001, 3.647E+001, 3.297E+001, 2.804E+001, 2.625E+001, 2.390E+001, 2.344E+001, 4.327E+001, 1.226E+002, 1.342E+002, 1.298E+002, 1.265E+002, 1.300E+002, 1.465E+002, 1.664E+002, 1.815E+002, 2.200E+002, 2.703E+002, 2.296E+001, 3.787E+001, 3.321E+001, 2.294E+001, 1.904E+001, 1.894E+001, 1.888E+001, 1.889E+001, 1.894E+001, 1.909E+001, 1.926E+001, 8.724E+001, 8.810E+001, 8.883E+001, 8.918E+001, 8.740E+001, 8.776E+001, 9.068E+001, 7.144E+001, 8.261E+001, 8.750E+001, 6.635E+001, 7.866E+001, 7.761E+001, 7.062E+001, 6.662E+001, 6.781E+001, 7.554E+001, 7.773E+001, 6.179E+001, 5.971E+001, 6.585E+001, 6.740E+001, 5.768E+001, 9.119E+001, 7.366E+001, 5.992E+001, 6.839E+001, 6.035E+001, 7.944E+001, 5.257E+001, 5.944E+001, 6.056E+001, 5.234E+001, 4.736E+001, 5.269E+001, 5.538E+001, 5.034E+001, 2.072E-001, 3.858E-004, 3.582E-010, 1.872E-001, 8.452E-003, 2.530E-005, 4.000E+000
 4.900E+002, 6.340E+001, 5.259E+001, 3.424E+001, 2.320E+001, 2.259E+001, 2.284E+001, 2.315E+001, 2.385E+001, 2.492E+001, 2.969E+001, 6.193E+001, 6.794E+001, 6.140E+001, 3.799E+001, 3.249E+001, 2.968E+001, 2.590E+001, 2.426E+001, 2.321E+001, 2.349E+001, 4.340E+001, 1.250E+002, 1.295E+002, 1.190E+002, 1.170E+002, 1.222E+002, 1.387E+002, 1.652E+002, 1.817E+002, 2.215E+002, 2.633E+002, 2.302E+001, 3.852E+001, 3.416E+001, 2.321E+001, 1.951E+001, 1.925E+001, 1.907E+001, 1.903E+001, 1.900E+001, 1.903E+001, 1.903E+001, 8.178E+001, 8.214E+001, 8.304E+001, 8.229E+001, 8.194E+001, 8.445E+001, 8.595E+001, 7.183E+001, 8.732E+001, 8.821E+001, 7.224E+001, 7.941E+001, 7.859E+001, 6.457E+001, 6.696E+001, 7.542E+001, 7.238E+001, 7.154E+001, 5.866E+001, 6.102E+001, 6.451E+001, 6.521E+001, 5.125E+001, 9.391E+001, 7.116E+001, 5.917E+001, 6.424E+001, 5.455E+001, 7.717E+001, 5.048E+001, 5.793E+001, 5.634E+001, 4.740E+001, 4.546E+001, 5.122E+001, 5.040E+001, 4.610E+001, 2.071E-001, 3.858E-004, 5.409E-010, 1.894E-001, 7.550E-003, 2.247E-005, 4.000E+000
 5.000E+002, 6.036E+001, 4.978E+001, 3.250E+001, 2.323E+001, 2.297E+001, 2.352E+001, 2.384E+001, 2.482E+001, 2.599E+001, 2.975E+001, 6.289E+001, 7.301E+001, 6.512E+001, 5.051E+001, 4.185E+001, 3.239E+001, 2.564E+001, 2.372E+001, 2.274E+001, 2.322E+001, 4.353E+001, 1.289E+002, 1.404E+002, 1.311E+002, 1.270E+002, 1.331E+002, 1.475E+002, 1.735E+002, 1.885E+002, 2.269E+002, 2.687E+002, 2.308E+001, 3.829E+001, 3.250E+001, 2.326E+001, 1.940E+001, 1.918E+001, 1.908E+001, 1.911E+001, 1.908E+001, 1.920E+001, 1.927E+001, 8.843E+001, 8.745E+001, 8.672E+001, 8.586E+001, 8.558E+001, 8.985E+001, 9.467E+001, 7.781E+001, 9.113E+001, 8.297E+001, 7.045E+001, 8.138E+001, 8.173E+001, 7.157E+001, 6.516E+001, 7.184E+001, 7.895E+001, 8.017E+001, 6.520E+001, 5.755E+001, 6.753E+001, 6.736E+001, 5.389E+001, 9.807E+001, 7.607E+001, 6.042E+001, 7.144E+001, 6.144E+001, 8.180E+001, 4.867E+001, 5.957E+001, 6.284E+001, 5.031E+001, 4.585E+001, 5.272E+001, 5.439E+001, 4.710E+001, 2.073E-001, 3.860E-004, 4.298E-010, 1.908E-001, 7.264E-003, 2.157E-005, 4.000E+000
 5.100E+002, 6.295E+001, 5.025E+001, 3.336E+001, 2.370E+001, 2.260E+001, 2.300E+001, 2.324E+001, 2.388E+001, 2.475E+001, 2.982E+001, 6.226E+001, 7.031E+001, 6.186E+001, 4.346E+001, 3.421E+001, 2.940E+001, 2.421E+001, 2.310E+001, 2.237E+001, 2.255E+001, 4.367E+001, 1.242E+002, 1.229E+002, 1.109E+002, 1.020E+002, 1.054E+002, 1.149E+002, 1.330E+002, 1.430E+002, 1.649E+002, 1.938E+002, 2.314E+001, 3.775E+001, 3.212E+001, 2.302E+001, 2.037E+001, 2.019E+001, 2.011E+001, 2.006E+001, 2.005E+001, 2.010E+001, 2.011E+001, 8.650E+001, 8.653E+001, 8.670E+001, 8.813E+001, 9.082E+001, 9.315E+001, 9.168E+001, 7.977E+001, 9.198E+001, 7.792E+001, 7.266E+001, 7.646E+001, 7.551E+001, 6.591E+001, 6.714E+001, 6.307E+001, 7.692E+001, 7.784E+001, 6.454E+001, 5.683E+001, 6.582E+001, 7.051E+001, 5.830E+001, 8.697E+001, 7.165E+001, 6.251E+001, 6.863E+001, 6.595E+001, 8.074E+001, 5.176E+001, 6.046E+001, 6.326E+001, 5.387E+001, 4.576E+001, 5.503E+001, 5.758E+001, 5.027E+001, 2.075E-001, 3.864E-004, 1.874E-010, 1.903E-001, 7.028E-003, 2.084E-005, 4.000E+000
 5.200E+002, 6.123E+001, 4.555E+001, 3.136E+001, 2.470E+001, 2.343E+001, 2.280E+001, 2.290E+001, 2.344E+001, 2.423E+001, 2.989E+001, 6.099E+001, 6.613E+001, 5.782E+001, 4.802E+001, 3.742E+001, 3.497E+001, 3.143E+001, 2.897E+001, 2.525E+001, 2.295E+001, 4.380E+001, 1.198E+002, 1.135E+002, 1.079E+002, 1.044E+002, 1.068E+002, 1.143E+002, 1.232E+002, 1.290E+002, 1.417E+002, 1.663E+002, 2.320E+001, 3.850E+001, 3.530E+001, 2.413E+001, 1.999E+001, 1.962E+001, 1.954E+001, 1.937E+001, 1.928E+001, 1.920E+001, 1.917E+001, 7.728E+001, 7.775E+001, 7.952E+001, 8.097E+001, 8.475E+001, 8.571E+001, 8.456E+001, 7.151E+001, 8.177E+001, 7.728E+001, 6.977E+001, 7.670E+001, 6.831E+001, 6.421E+001, 6.790E+001, 6.788E+001, 7.279E+001, 6.929E+001, 6.007E+001, 5.897E+001, 6.246E+001, 6.306E+001, 5.463E+001, 8.636E+001, 7.184E+001, 5.979E+001, 6.530E+001, 5.845E+001, 7.519E+001, 5.008E+001, 5.606E+001, 5.583E+001, 5.183E+001, 4.461E+001, 5.159E+001, 5.184E+001, 4.904E+001, 2.071E-001, 3.859E-004, 1.312E-009, 1.899E-001, 7.021E-003, 2.082E-005, 4.000E+000
 5.300E+002, 6.586E+001, 5.436E+001, 3.910E+001, 3.170E+001, 2.602E+001, 2.316E+001, 2.317E+001, 2.377E+001, 2.465E+001, 2.996E+001, 6.129E+001, 6.748E+001, 6.295E+001, 5.174E+001, 4.103E+001, 3.257E+001, 2.714E+001, 2.563E+001, 2.376E+001, 2.262E+001, 4.395E+001, 1.228E+002, 1.184E+002, 1.078E+002, 9.973E+001, 1.032E+002, 1.101E+002, 1.223E+002, 1.335E+002, 1.627E+002, 1.990E+002, 2.326E+001, 3.758E+001, 3.584E+001, 2.691E+001, 2.036E+001, 1.992E+001, 2.006E+001, 2.003E+001, 2.000E+001, 1.997E+001, 1.998E+001, 8.020E+001, 7.913E+001, 7.966E+001, 7.893E+001, 7.995E+001, 8.132E+001, 8.066E+001, 7.394E+001, 8.807E+001, 7.725E+001, 7.040E+001, 7.838E+001, 7.238E+001, 6.657E+001, 6.803E+001, 6.832E+001, 7.280E+001, 7.151E+001, 6.423E+001, 5.724E+001, 6.476E+001, 6.530E+001, 5.659E+001, 9.319E+001, 7.135E+001, 5.858E+001, 6.662E+001, 5.918E+001, 7.894E+001, 5.095E+001, 5.689E+001, 6.115E+001, 5.365E+001, 4.434E+001, 4.937E+001, 5.329E+001, 4.909E+001, 2.072E-001, 3.863E-004, 1.493E-009, 1.908E-001, 6.887E-003, 2.040E-005, 4.000E+000
 5.400E+002, 5.897E+001, 4.800E+001, 3.285E+001, 2.495E+001, 2.301E+001, 2.294E+001, 2.319E+001, 2.397E+001, 2.484E+001, 3.003E+001, 6.189E+001, 6.506E+001, 5.650E+001, 4.355E+001, 3.688E+001, 3.012E+001, 2.662E+001, 2.587E+001, 2.461E+001, 2.327E+001, 4.410E+001, 1.211E+002, 1.145E+002, 9.893E+001, 8.860E+001, 9.164E+001, 9.440E+001, 1.012E+002, 1.065E+002, 1.204E+002, 1.479E+002, 2.332E+001, 3.825E+001, 3.584E+001, 2.532E+001, 2.003E+001, 1.972E+001, 1.969E+001, 1.977E+001, 1.978E+001, 1.979E+001, 1.971E+001, 8.132E+001, 8.069E+001, 8.118E+001, 8.143E+001, 8.111E+001, 8.191E+001, 8.266E+001, 8.036E+001, 9.228E+001, 7.474E+001, 6.953E+001, 8.197E+001, 7.418E+001, 6.135E+001, 6.179E+001, 7.040E+001, 7.154E+001, 7.419E+001, 6.251E+001, 6.089E+001, 6.492E+001, 6.284E+001, 5.762E+001, 9.519E+001, 7.203E+001, 6.045E+001, 6.417E+001, 6.307E+001, 7.112E+001, 5.350E+001, 5.890E+001, 5.696E+001, 5.460E+001, 4.635E+001, 5.268E+001, 5.253E+001, 4.920E+001, 2.074E-001, 3.861E-004, 7.421E-011, 1.899E-001, 7.220E-003, 2.144E-005, 4.000E+000
 5.500E+002, 6.375E+001, 4.992E+001, 2.908E+001, 2.285E+001, 2.276E+001, 2.301E+001, 2.324E+001, 2.394E+001, 2.489E+001, 3.010E+001, 6.319E+001, 6.919E+001, 6.000E+001, 4.590E+001, 3.959E+001, 2.883E+001, 2.384E+001, 2.296E+001, 2.282E+001, 2.283E+001, 4.425E+001, 1.355E+002, 1.513E+002, 1.481E+002, 1.535E+002, 1.667E+002, 1.874E+002, 2.147E+002, 2.318E+002, 2.713E+002, 3.199E+002, 2.339E+001, 3.932E+001, 3.873E+001, 2.539E+001, 2.015E+001, 2.015E+001, 2.014E+001, 1.991E+001, 1.986E+001, 1.972E+001, 1.975E+001, 8.714E+001, 8.613E+001, 8.473E+001, 8.552E+001, 8.547E+001, 8.608E+001, 8.548E+001, 7.621E+001, 9.165E+001, 8.703E+001, 7.028E+001, 8.473E+001, 8.310E+001, 7.429E+001, 6.750E+001, 7.268E+001, 7.120E+001, 7.792E+001, 6.417E+001, 6.012E+001, 6.317E+001, 6.713E+001, 5.898E+001, 9.943E+001, 7.378E+001, 6.018E+001, 6.658E+001, 6.355E+001, 8.333E+001, 4.976E+001, 5.350E+001, 5.862E+001, 5.597E+001, 4.322E+001, 4.610E+001, 4.952E+001, 4.950E+001, 2.073E-001, 3.861E-004, 6.064E-010, 1.897E-001, 7.363E-003, 2.189E-005, 4.000E+000
 5.600E+002, 6.244E+001, 5.010E+001, 2.914E+001, 2.286E+001, 2.243E+001, 2.277E+001, 2.302E+001, 2.363E+001, 2.458E+001, 3.016E+001, 6.253E+001, 7.042E+001, 6.487E+001, 4.665E+001, 4.112E+001, 3.377E+001, 2.520E+001, 2.334E+001, 2.238E+001, 2.247E+001, 4.440E+001, 1.297E+002, 1.320E+002, 1.219E+002, 1.145E+002, 1.186E+002, 1.297E+002, 1.474E+002, 1.593E+002, 1.888E+002, 2.258E+002, 2.344E+001, 3.894E+001, 3.555E+001, 2.359E+001, 1.969E+001, 1.948E+001, 1.932E+001, 1.922E+001, 1.919E+001, 1.909E+001, 1.912E+001, 7.997E+001, 8.037E+001, 8.064E+001, 8.224E+001, 8.728E+001, 8.884E+001, 8.738E+001, 8.428E+001, 1.016E+002, 7.898E+001, 7.266E+001, 8.258E+001, 7.751E+001, 6.268E+001, 6.453E+001, 7.021E+001, 7.287E+001, 7.578E+001, 6.335E+001, 5.946E+001, 6.535E+001, 6.653E+001, 4.992E+001, 9.580E+001, 7.351E+001, 5.815E+001, 6.898E+001, 6.191E+001, 7.922E+001, 4.901E+001, 5.923E+001, 6.178E+001, 5.363E+001, 4.391E+001, 5.206E+001, 5.469E+001, 5.057E+001, 2.070E-001, 3.860E-004, 2.231E-009, 1.884E-001, 7.658E-003, 2.282E-005, 4.000E+000
 5.700E+002, 6.227E+001, 4.806E+001, 3.226E+001, 2.450E+001, 2.303E+001, 2.346E+001, 2.361E+001, 2.399E+001, 2.467E+001, 3.023E+001, 6.151E+001, 6.708E+001, 6.101E+001, 4.674E+001, 4.181E+001, 3.918E+001, 3.523E+001, 3.327E+001, 2.850E+001, 2.366E+001, 4.455E+001, 1.282E+002, 1.233E+002, 1.108E+002, 1.031E+002, 1.050E+002, 1.109E+002, 1.202E+002, 1.275E+002, 1.501E+002, 1.743E+002, 2.350E+001, 3.958E+001, 3.415E+001, 2.294E+001, 1.986E+001, 1.957E+001, 1.940E+001, 1.933E+001, 1.930E+001, 1.921E+001, 1.922E+001, 8.099E+001, 8.228E+001, 8.444E+001, 8.704E+001, 9.003E+001, 8.916E+001, 8.689E+001, 8.635E+001, 9.781E+001, 7.982E+001, 6.806E+001, 8.183E+001, 7.532E+001, 5.927E+001, 6.229E+001, 7.256E+001, 7.166E+001, 7.436E+001, 5.687E+001, 6.097E+001, 6.128E+001, 6.669E+001, 5.416E+001, 9.734E+001, 7.652E+001, 5.968E+001, 6.752E+001, 6.420E+001, 7.553E+001, 5.146E+001, 5.667E+001, 5.984E+001, 5.404E+001, 4.735E+001, 5.178E+001, 5.403E+001, 4.945E+001, 2.073E-001, 3.861E-004, 4.641E-010, 1.883E-001, 7.954E-003, 2.374E-005, 4.000E+000
 5.800E+002, 5.944E+001, 4.769E+001, 3.125E+001, 2.318E+001, 2.280E+001, 2.316E+001, 2.339E+001, 2.404E+001, 2.499E+001, 3.029E+001, 6.230E+001, 6.960E+001, 6.260E+001, 4.971E+001, 4.051E+001, 3.528E+001, 3.021E+001, 2.808E+001, 2.509E+001, 2.289E+001, 4.470E+001, 1.266E+002, 1.207E+002, 1.102E+002, 1.034E+002, 1.070E+002, 1.160E+002, 1.286E+002, 1.379E+002, 1.627E+002, 1.908E+002, 2.356E+001, 3.919E+001, 3.496E+001, 2.368E+001, 2.013E+001, 1.970E+001, 1.942E+001, 1.931E+001, 1.925E+001, 1.915E+001, 1.910E+001, 8.847E+001, 8.606E+001, 8.284E+001, 8.209E+001, 8.140E+001, 8.034E+001, 8.042E+001, 7.933E+001, 9.492E+001, 8.230E+001, 6.688E+001, 7.865E+001, 7.499E+001, 7.219E+001, 6.735E+001, 6.796E+001, 6.993E+001, 8.085E+001, 6.204E+001, 5.904E+001, 5.934E+001, 6.893E+001, 5.837E+001, 9.229E+001, 7.407E+001, 5.840E+001, 6.730E+001, 6.537E+001, 7.846E+001, 4.796E+001, 5.363E+001, 6.007E+001, 5.542E+001, 4.235E+001, 4.892E+001, 5.374E+001, 4.929E+001, 2.070E-001, 3.861E-004, 2.331E-009, 1.908E-001, 6.709E-003, 1.984E-005, 4.000E+000
 5.900E+002, 5.916E+001, 4.595E+001, 3.172E+001, 2.678E+001, 2.540E+001, 2.398E+001, 2.364E+001, 2.385E+001, 2.468E+001, 3.036E+001, 6.200E+001, 6.752E+001, 6.024E+001, 4.940E+001, 4.134E+001, 3.509E+001, 3.040E+001, 2.837E+001, 2.520E+001, 2.275E+001, 4.486E+001, 1.237E+002, 1.216E+002, 1.078E+002, 9.871E+001, 1.014E+002, 1.111E+002, 1.281E+002, 1.390E+002, 1.612E+002, 1.821E+002, 2.362E+001, 3.883E+001, 3.333E+001, 2.339E+001, 2.021E+001, 1.965E+001, 1.933E+001, 1.914E+001, 1.908E+001, 1.902E+001, 1.897E+001, 7.276E+001, 7.109E+001, 7.372E+001, 7.574E+001, 7.952E+001, 8.187E+001, 8.209E+001, 7.883E+001, 9.515E+001, 8.069E+001, 7.048E+001, 7.842E+001, 7.446E+001, 6.176E+001, 6.646E+001, 7.111E+001, 7.135E+001, 6.730E+001, 6.169E+001, 5.912E+001, 6.224E+001, 6.206E+001, 5.306E+001, 9.094E+001, 7.589E+001, 6.117E+001, 6.440E+001, 5.669E+001, 7.902E+001, 5.014E+001, 5.395E+001, 5.758E+001, 5.216E+001, 4.311E+001, 4.866E+001, 5.170E+001, 4.839E+001, 2.073E-001, 3.866E-004, 1.772E-009, 1.918E-001, 6.247E-003, 1.839E-005, 4.000E+000
 6.000E+002, 6.019E+001, 4.859E+001, 3.190E+001, 2.457E+001, 2.250E+001, 2.243E+001, 2.250E+001, 2.284E+001, 2.349E+001, 3.042E+001, 5.972E+001, 6.382E+001, 5.938E+001, 5.057E+001, 4.312E+001, 3.850E+001, 3.350E+001, 3.046E+001, 2.380E+001, 2.216E+001, 4.502E+001, 1.118E+002, 9.959E+001, 9.168E+001, 8.250E+001, 8.179E+001, 8.360E+001, 9.158E+001, 9.589E+001, 1.048E+002, 1.107E+002, 2.367E+001, 3.788E+001, 2.951E+001, 2.186E+001, 1.974E+001, 1.930E+001, 1.891E+001, 1.876E+001, 1.873E+001, 1.878E+001, 1.877E+001, 7.103E+001, 7.170E+001, 7.301E+001, 7.377E+001, 7.498E+001, 7.584E+001, 7.729E+001, 8.010E+001, 7.459E+001, 6.441E+001, 6.419E+001, 7.674E+001, 6.233E+001, 5.712E+001, 6.174E+001, 6.292E+001, 6.682E+001, 6.879E+001, 5.534E+001, 5.329E+001, 5.346E+001, 6.286E+001, 5.128E+001, 7.965E+001, 6.523E+001, 5.511E+001, 6.101E+001, 5.846E+001, 6.824E+001, 4.466E+001, 5.230E+001, 5.412E+001, 5.087E+001, 4.203E+001, 4.820E+001, 5.047E+001, 4.883E+001, 2.072E-001, 3.860E-004, 6.039E-010, 1.899E-001, 6.763E-003, 2.001E-005, 4.000E+000
